14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
0,32,1,0,0,0,0,0,1,2,1,1,0,0,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,3,1,0,0,0
0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,11,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
1,0,1,2,0,24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,2,2
0,0,0,0,0,0,33,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,2,34,1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,23,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,1,0,0,0,3,66,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1,0,0,0,3,0,1,0,1,3,0,0,23,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,1,0,0,0,0,0,20,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,4,0,1,1,0,0,2,0,0,0,1,3,3,2,0,1,0,1,1,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,19,0,1,0,2,0,1,0,7,1,0,0,0,0,0,0,0,0,0,3,0,1,1
0,0,0,0,1,0,1,0,2,2,0,0,2,0,0,0,1,2,32,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,4,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,4,0,0,2,1,2,1,2,1,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1,0,2,0,3,0,0,0,3,0,0,3,0,0,4,0,0,1,0,0,1,38,0,0,2,1,1,2,2,1,0,0,0,0,1,0,0,0,0,4
0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,10,0,0,0,0,0,0,30,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,6,1,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,19,5,1,0,1,0,1,0,0,0,0,0,0,0,0,4
